local_nano_time,quote_nano_time,datetime,last_price,highest,lowest,open,close,average,volume,amount,open_interest,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5
1597988230156475904,1597988230432000000,2020-08-21 13:37:10.432000,2724.0,2734.0,2670.0,2694.0,nan,2703.98234,533508,14425962100.0,543721,2726.0,158,2724.0,567,2728.0,1145,2722.0,780,2730.0,4575,2720.0,687,2732.0,1237,2718.0,1027,2734.0,878,2716.0,1315
1597988230623518976,1597988230935000064,2020-08-21 13:37:10.935000,2724.0,2734.0,2670.0,2694.0,nan,2703.98234,533508,14425962100.0,543721,2726.0,233,2724.0,564,2728.0,1145,2722.0,780,2730.0,4575,2720.0,687,2732.0,1237,2718.0,1027,2734.0,878,2716.0,1311
1597988231155392000,1597988231436999936,2020-08-21 13:37:11.437000,2726.0,2734.0,2670.0,2694.0,nan,2703.982381,533509,14425989360.0,543721,2726.0,269,2724.0,559,2728.0,1145,2722.0,768,2730.0,4574,2720.0,687,2732.0,1237,2718.0,1027,2734.0,878,2716.0,1311
1597988231631105024,1597988231910000128,2020-08-21 13:37:11.910000,2726.0,2734.0,2670.0,2694.0,nan,2703.982381,533509,14425989360.0,543721,2726.0,271,2724.0,559,2728.0,1145,2722.0,768,2730.0,4574,2720.0,687,2732.0,1237,2718.0,1027,2734.0,878,2716.0,1311
1597988232113870080,1597988232423000064,2020-08-21 13:37:12.423000,2726.0,2734.0,2670.0,2694.0,nan,2703.982381,533509,14425989360.0,543721,2726.0,271,2724.0,559,2728.0,1145,2722.0,768,2730.0,4574,2720.0,687,2732.0,1237,2718.0,1027,2734.0,881,2716.0,1311
1597988232609306112,1597988232932000000,2020-08-21 13:37:12.932000,2726.0,2734.0,2670.0,2694.0,nan,2703.982381,533509,14425989360.0,543721,2726.0,293,2724.0,559,2728.0,1145,2722.0,768,2730.0,4574,2720.0,686,2732.0,1237,2718.0,1027,2734.0,881,2716.0,1311
1597988233119966976,1597988233405999872,2020-08-21 13:37:13.406000,2726.0,2734.0,2670.0,2694.0,nan,2703.982381,533509,14425989360.0,543721,2726.0,295,2724.0,558,2728.0,1145,2722.0,767,2730.0,4574,2720.0,686,2732.0,1237,2718.0,1027,2734.0,881,2716.0,1311
1597988233631558912,1597988233912000000,2020-08-21 13:37:13.912000,2726.0,2734.0,2670.0,2694.0,nan,2703.982422,533510,14426016620.0,543722,2726.0,288,2724.0,553,2728.0,1145,2722.0,767,2730.0,4574,2720.0,686,2732.0,1237,2718.0,1027,2734.0,881,2716.0,1311
1597988234133074944,1597988234427000064,2020-08-21 13:37:14.427000,2724.0,2734.0,2670.0,2694.0,nan,2703.98246,533511,14426043860.0,543722,2726.0,276,2724.0,552,2728.0,1150,2722.0,767,2730.0,4574,2720.0,686,2732.0,1237,2718.0,1027,2734.0,881,2716.0,1311
1597988234620303104,1597988234937999872,2020-08-21 13:37:14.938000,2726.0,2734.0,2670.0,2694.0,nan,2703.982914,533522,14426343720.0,543733,2726.0,266,2724.0,552,2728.0,1150,2722.0,767,2730.0,4574,2720.0,686,2732.0,1238,2718.0,1027,2734.0,881,2716.0,1311
1597988235133711104,1597988235413000192,2020-08-21 13:37:15.413000,2726.0,2734.0,2670.0,2694.0,nan,2703.982914,533522,14426343720.0,543733,2726.0,265,2724.0,552,2728.0,1160,2722.0,767,2730.0,4574,2720.0,686,2732.0,1238,2718.0,1027,2734.0,881,2716.0,1311
1597988235626011904,1597988235905999872,2020-08-21 13:37:15.906000,2726.0,2734.0,2670.0,2694.0,nan,2703.982914,533522,14426343720.0,543733,2726.0,266,2724.0,552,2728.0,1160,2722.0,767,2730.0,4574,2720.0,686,2732.0,1238,2718.0,1027,2734.0,881,2716.0,1311
1597988236117812992,1597988236432000000,2020-08-21 13:37:16.432000,2726.0,2734.0,2670.0,2694.0,nan,2703.982914,533522,14426343720.0,543733,2726.0,266,2724.0,552,2728.0,1162,2722.0,767,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1027,2734.0,881,2716.0,1311
1597988236615812096,1597988236918999808,2020-08-21 13:37:16.919000,2726.0,2734.0,2670.0,2694.0,nan,2703.982914,533522,14426343720.0,543733,2726.0,266,2724.0,549,2728.0,1162,2722.0,767,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1027,2734.0,881,2716.0,1311
1597988237138806016,1597988237435000064,2020-08-21 13:37:17.435000,2726.0,2734.0,2670.0,2694.0,nan,2703.982955,533523,14426370980.0,543734,2726.0,265,2724.0,549,2728.0,1162,2722.0,767,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988237625232896,1597988237934000128,2020-08-21 13:37:17.934000,2726.0,2734.0,2670.0,2694.0,nan,2703.982955,533523,14426370980.0,543734,2726.0,266,2724.0,551,2728.0,1162,2722.0,767,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988238147808000,1597988238430000128,2020-08-21 13:37:18.430000,2726.0,2734.0,2670.0,2694.0,nan,2703.982955,533523,14426370980.0,543734,2726.0,266,2724.0,551,2728.0,1162,2722.0,762,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988238623977984,1597988238932000000,2020-08-21 13:37:18.932000,2726.0,2734.0,2670.0,2694.0,nan,2703.982955,533523,14426370980.0,543734,2726.0,266,2724.0,551,2728.0,1160,2722.0,762,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988239622993920,1597988239932000000,2020-08-21 13:37:19.932000,2726.0,2734.0,2670.0,2694.0,nan,2703.983037,533525,14426425500.0,543734,2726.0,264,2724.0,552,2728.0,1160,2722.0,762,2730.0,4574,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988240156903936,1597988240416999936,2020-08-21 13:37:20.417000,2726.0,2734.0,2670.0,2694.0,nan,2703.983037,533525,14426425500.0,543734,2726.0,264,2724.0,552,2728.0,1160,2722.0,762,2730.0,4575,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988240631768064,1597988240916000000,2020-08-21 13:37:20.916000,2726.0,2734.0,2670.0,2694.0,nan,2703.983037,533525,14426425500.0,543734,2726.0,265,2724.0,552,2728.0,1160,2722.0,762,2730.0,4575,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988241151504896,1597988241423000064,2020-08-21 13:37:21.423000,2726.0,2734.0,2670.0,2694.0,nan,2703.983161,533528,14426507280.0,543734,2726.0,263,2724.0,552,2728.0,1160,2722.0,762,2730.0,4555,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988242624002048,1597988242935000064,2020-08-21 13:37:22.935000,2724.0,2734.0,2670.0,2694.0,nan,2703.983949,533549,14427079320.0,543745,2726.0,287,2724.0,531,2728.0,1160,2722.0,762,2730.0,4555,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988243121539072,1597988243432000000,2020-08-21 13:37:23.432000,2724.0,2734.0,2670.0,2694.0,nan,2703.984249,533557,14427297240.0,543745,2726.0,290,2724.0,519,2728.0,1160,2722.0,762,2730.0,4555,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988243630963968,1597988243917999872,2020-08-21 13:37:23.918000,2724.0,2734.0,2670.0,2694.0,nan,2703.984324,533559,14427351720.0,543745,2726.0,402,2724.0,517,2728.0,1160,2722.0,762,2730.0,4555,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988244118855936,1597988244433000192,2020-08-21 13:37:24.433000,2724.0,2734.0,2670.0,2694.0,nan,2703.984324,533559,14427351720.0,543745,2726.0,412,2724.0,517,2728.0,1160,2722.0,762,2730.0,4555,2720.0,683,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
1597988244626706944,1597988244932000000,2020-08-21 13:37:24.932000,2724.0,2734.0,2670.0,2694.0,nan,2703.984324,533559,14427351720.0,543745,2726.0,428,2724.0,517,2728.0,1160,2722.0,762,2730.0,4555,2720.0,688,2732.0,1238,2718.0,1032,2734.0,881,2716.0,1311
