local_nano_time,quote_nano_time,datetime,last_price,highest,lowest,open,close,average,volume,amount,open_interest,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5
1597988230241947904,1597988230713999872,2020-08-21 13:37:10.714000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54383,1682066190.0,40631,6180.0,15,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988230720066048,1597988231226000128,2020-08-21 13:37:11.226000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54383,1682066190.0,40631,6180.0,17,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988231229918976,1597988231734999808,2020-08-21 13:37:11.735000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54383,1682066190.0,40631,6178.0,2,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988231727460096,1597988232226000128,2020-08-21 13:37:12.226000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54384,1682097120.0,40631,6178.0,1,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988232230426880,1597988232742000128,2020-08-21 13:37:12.742000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54387,1682189910.0,40631,6180.0,15,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988235744731904,1597988236221999872,2020-08-21 13:37:16.222000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54388,1682220840.0,40631,6180.0,15,6178.0,7,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988236719042048,1597988237232000000,2020-08-21 13:37:17.232000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54389,1682251770.0,40630,6180.0,15,6178.0,7,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988237731049984,1597988238211000064,2020-08-21 13:37:18.211000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54389,1682251770.0,40630,6180.0,15,6178.0,8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988238261028096,1597988238712000000,2020-08-21 13:37:18.712000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54389,1682251770.0,40630,6180.0,16,6178.0,8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988241229902080,1597988241731000064,2020-08-21 13:37:21.731000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54389,1682251770.0,40630,6180.0,16,6178.0,21,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988243716954112,1597988244160000000,2020-08-21 13:37:24.160000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54389,1682251770.0,40630,6180.0,13,6178.0,21,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988247227682048,1597988247742000128,2020-08-21 13:37:27.742000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54399,1682561070.0,40630,6180.0,16,6178.0,12,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988247733946112,1597988248221999872,2020-08-21 13:37:28.222000,6180.0,6260.0,6150.0,6252.0,nan,6186.0,54401,1682622930.0,40628,6180.0,15,6178.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988248248901888,1597988248727000064,2020-08-21 13:37:28.727000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54402,1682653860.0,40628,6180.0,15,6178.0,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988249740492032,1597988250240000000,2020-08-21 13:37:30.240000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54404,1682715720.0,40628,6178.0,8,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988251214696960,1597988251737999872,2020-08-21 13:37:31.738000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54405,1682746650.0,40627,6178.0,7,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988253244451072,1597988253730000128,2020-08-21 13:37:33.730000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54406,1682777580.0,40627,6178.0,6,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988256742330112,1597988257223000064,2020-08-21 13:37:37.223000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54406,1682777580.0,40627,6178.0,8,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988260231068928,1597988260736999936,2020-08-21 13:37:40.737000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54407,1682808510.0,40627,6178.0,7,6176.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988260739529984,1597988261242000128,2020-08-21 13:37:41.242000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54407,1682808510.0,40627,6178.0,7,6176.0,27,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988267737487104,1597988268177999872,2020-08-21 13:37:48.178000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54407,1682808510.0,40627,6178.0,20,6176.0,24,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988268231428096,1597988268732999936,2020-08-21 13:37:48.733000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54407,1682808510.0,40627,6178.0,20,6176.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988268747419904,1597988269240000000,2020-08-21 13:37:49.240000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54408,1682839440.0,40627,6178.0,19,6176.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988273255354880,1597988273732000000,2020-08-21 13:37:53.732000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54409,1682870370.0,40627,6178.0,18,6176.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988273740083968,1597988274236000000,2020-08-21 13:37:54.236000,6178.0,6260.0,6150.0,6252.0,nan,6186.0,54409,1682870370.0,40627,6178.0,18,6176.0,12,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988274748325120,1597988275239000064,2020-08-21 13:37:55.239000,6176.0,6260.0,6150.0,6252.0,nan,6186.0,54410,1682901300.0,40627,6178.0,18,6176.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988280743113984,1597988281236999936,2020-08-21 13:38:01.237000,6176.0,6260.0,6150.0,6252.0,nan,6186.0,54411,1682932230.0,40627,6178.0,18,6176.0,10,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988281223182080,1597988281742000128,2020-08-21 13:38:01.742000,6176.0,6260.0,6150.0,6252.0,nan,6186.0,54411,1682932230.0,40627,6178.0,18,6176.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988281747034112,1597988282193000192,2020-08-21 13:38:02.193000,6176.0,6260.0,6150.0,6252.0,nan,6186.0,54411,1682932230.0,40627,6178.0,19,6176.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988282237721088,1597988282712999936,2020-08-21 13:38:02.713000,6176.0,6260.0,6150.0,6252.0,nan,6186.0,54411,1682932230.0,40627,6178.0,19,6176.0,13,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
1597988283757969920,1597988284237999872,2020-08-21 13:38:04.238000,6176.0,6260.0,6150.0,6252.0,nan,6186.0,54411,1682932230.0,40627,6178.0,19,6176.0,15,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
